"","Year","System","Number","Type","Leg","Info_1","Info_2","Info_3","Info_4"
"138",1947,"W76-0",NA,"Warhead","Sea","Los Alamos National Laboratory","95kg","Contact, airburst","100Kt"
"139",1947,"W76-1",NA,"Warhead","Sea","Los Alamos National Laboratory","95kg","Contact, airburst","90Kt"
"140",1947,"W88",NA,"Warhead","Sea","Los Alamos National Laboratory","175-350kg","Contact, airburst","475Kt"
"141",1947,"W50",NA,"Warhead","Theater-Range","Los Alamos National Laboratory","187kg","Contact, airburst","60Kt, 200Kt, 400Kt"
"142",1947,"W70",NA,"Warhead","Theater-Range","Lawerence Livermore National Laboratory","120kg","Contact, airburst","1Kt"
"143",1947,"W84",NA,"Warhead","Theater-Range","Lawrence Livermore National Laboratory","176kg","Contact, airburst","0.2-150Kt (Variable Yield)"
"144",1947,"W85",NA,"Warhead","Theater-Range","Los Alamos National Laboratory","268kg","Contact, airburst","0.3Kt, 5Kt, 10Kt, 80Kt"
"145",1948,"B-29 Superfortress",420,"Delivery Vehicle","Air","3,853km","N/A","N/A","12,700kg"
"146",1948,"B-36 Peacemaker",18,"Delivery Vehicle","Air","3,240km","N/A","N/A","11,340kg"
"147",1948,"B-50 Superfortress",35,"Delivery Vehicle","Air","14,200km","N/A","N/A","32,000kg"
"148",1948,"B-47 Stratojet",NA,"Delivery Vehicle","Air","3,220km","N/A","N/A","8,820kg"
"149",1948,"B-58 Hustler",NA,"Delivery Vehicle","Air","11,000km","N/A","N/A","23,000kg"
"150",1948,"B-52 Stratofortress",NA,"Delivery Vehicle","Air","12,000km","N/A","N/A","34,000kg"
"151",1948,"B-1B Lancer",NA,"Delivery Vehicle","Air","5,230km","N/A","N/A","9,100kg"
"152",1948,"B-2 Spirit",NA,"Delivery Vehicle","Air","6,413km","N/A","N/A","33,000kg"
"153",1948,"Atlas",NA,"Delivery Vehicle","Land","14,000km","1,400m","Radio Command","1 Warhead"
"154",1948,"Titan I",NA,"Delivery Vehicle","Land","10,000km","1,400m","Radio Command","1 Warhead"
"155",1948,"Titan II",NA,"Delivery Vehicle","Land","15,000km","900m","Inertial","1 Warhead"
"156",1948,"Minuteman I",NA,"Delivery Vehicle","Land","10,000km","1000m","Inertial","1 Warhead"
"157",1948,"Minuteman II",NA,"Delivery Vehicle","Land","12,500km","200m","Inertial","3 Warheads (MIRV)"
"158",1948,"Minuteman III",NA,"Delivery Vehicle","Land","13,000km","120m","Inertial","3 Warheads (MIRV)"
"159",1948,"Peacekeeper",NA,"Delivery Vehicle","Land","9,600km","90m","Inertial","12 Warheads (MIRV)"
"160",1948,"Polaris A-1",NA,"Delivery Vehicle","Sea","2,200km","3.7km","Inertial","1 Warhead"
"161",1948,"Polaris A-2",NA,"Delivery Vehicle","Sea","2,700km","3.7km","Inertial","1 Warhead"
"162",1948,"Polaris A-3",NA,"Delivery Vehicle","Sea","4,600km","1km","Inertial","3 Warheads (MRV)"
"163",1948,"Poseidon C-3",NA,"Delivery Vehicle","Sea","5,900km","560m","Inertial","10 Warheads (MIRV)"
"164",1948,"Trident C-4",NA,"Delivery Vehicle","Sea","7,400km","200-500m","Astro-Inertial","8 Warheads (MIRV)"
"165",1948,"Trident D-5",NA,"Delivery Vehicle","Sea","12,000km","100m","Astro-Inertial","10-14 Warheads (MIRV)"
"166",1948,"Pershing IA",NA,"Delivery Vehicle","Theater-Range","740km","400m","Inertial","1 Warhead"
"167",1948,"Pershing II",NA,"Delivery Vehicle","Theater-Range","1800km","45m","Interial/DSMAC","1 Warhead"
"168",1948,"GLCM",NA,"Delivery Vehicle","Theater-Range","2500km","30m","Inertial/TERCOM","1 Warhead"
"169",1948,"Lance",NA,"Delivery Vehicle","Theater-Range","125km","375m","Inertial","1 Warhead"
"170",1948,"B61-7/-11, B83-1",NA,"Warhead","Air","Los Alamos National Laboratory","324kg (B61), 1100kg (B83)","Contact, airburst","10-1,200Kt (Variable Yield)"
"171",1948,"W28",NA,"Warhead","Air","Los Alamos National Laboratory","790kg","Contact, airburst","70-1,450Kt"
"172",1948,"W69",NA,"Warhead","Air","Los Alamos National Laboratory","125kg","Contact, airburst","170-200Kt"
"173",1948,"W80-1",NA,"Warhead","Air","Los Alamos National Laboratory","130kg","Contact, airburst","5-150Kt (Variable Yield)"
"174",1948,"W49",NA,"Warhead","Land","Lawrence Livermore National Laboratory","1,400kg","Contact, airburst","4.5Mt"
"175",1948,"W38",NA,"Warhead","Land","Los Alamos National Laboratory","740kg","Contact, airburst","1.45Mt"
"176",1948,"W53",NA,"Warhead","Land","Los Alamos National Laboratory","4,010kg","Contact, airburst","9Mt"
"177",1948,"W59",NA,"Warhead","Land","Lawrence Livermore National Laboratory","270kg","Contact, airburst","1.2Mt"
"178",1948,"W56",NA,"Warhead","Land","Los Alamos National Laboratory","250kg","Contact, airburst","800Kt"
"179",1948,"W62",NA,"Warhead","Land","Lawrence Livermore National Laboratory","115kg","Contact, airburst","170Kt"
"180",1948,"W78",NA,"Warhead","Land","Los Alamos National Laboratory","320-360kg","Contact, airburst","350Kt"
"181",1948,"W87",NA,"Warhead","Land","Lawrence Livermore National Laboratory","180-270kg","Contact, airburst","300Kt"
"182",1948,"W47Y1",NA,"Warhead","Sea","Lawrence Livermore National Laboratory","330kg","Contact, airburst","600Kt"
"183",1948,"W47Y2",NA,"Warhead","Sea","Lawrence Livermore National Laboratory","332kg","Contact, airburst","1.2Mt"
"184",1948,"W58",NA,"Warhead","Sea","Lawrence Livermore National Laboratory","117kg","Contact, airburst","200Kt"
"185",1948,"W68",NA,"Warhead","Sea","Lawrence Livermore National Laboratory","166kg","Contact, airburst","40Kt"
"186",1948,"W76-0",NA,"Warhead","Sea","Los Alamos National Laboratory","95kg","Contact, airburst","100Kt"
"187",1948,"W76-1",NA,"Warhead","Sea","Los Alamos National Laboratory","95kg","Contact, airburst","90Kt"
"188",1948,"W88",NA,"Warhead","Sea","Los Alamos National Laboratory","175-350kg","Contact, airburst","475Kt"
"189",1948,"W50",NA,"Warhead","Theater-Range","Los Alamos National Laboratory","187kg","Contact, airburst","60Kt, 200Kt, 400Kt"
"190",1948,"W70",NA,"Warhead","Theater-Range","Lawerence Livermore National Laboratory","120kg","Contact, airburst","1Kt"
"191",1948,"W84",NA,"Warhead","Theater-Range","Lawrence Livermore National Laboratory","176kg","Contact, airburst","0.2-150Kt (Variable Yield)"
"192",1948,"W85",NA,"Warhead","Theater-Range","Los Alamos National Laboratory","268kg","Contact, airburst","0.3Kt, 5Kt, 10Kt, 80Kt"
"193",1949,"B-29 Superfortress",330,"Delivery Vehicle","Air","3,853km","N/A","N/A","12,700kg"
"194",1949,"B-36 Peacemaker",18,"Delivery Vehicle","Air","3,240km","N/A","N/A","11,340kg"
"195",1949,"B-50 Superfortress",99,"Delivery Vehicle","Air","14,200km","N/A","N/A","32,000kg"
"196",1949,"B-47 Stratojet",NA,"Delivery Vehicle","Air","3,220km","N/A","N/A","8,820kg"
"197",1949,"B-58 Hustler",NA,"Delivery Vehicle","Air","11,000km","N/A","N/A","23,000kg"
"198",1949,"B-52 Stratofortress",NA,"Delivery Vehicle","Air","12,000km","N/A","N/A","34,000kg"
"199",1949,"B-1B Lancer",NA,"Delivery Vehicle","Air","5,230km","N/A","N/A","9,100kg"
"200",1949,"B-2 Spirit",NA,"Delivery Vehicle","Air","6,413km","N/A","N/A","33,000kg"
"201",1949,"Atlas",NA,"Delivery Vehicle","Land","14,000km","1,400m","Radio Command","1 Warhead"
"202",1949,"Titan I",NA,"Delivery Vehicle","Land","10,000km","1,400m","Radio Command","1 Warhead"
"203",1949,"Titan II",NA,"Delivery Vehicle","Land","15,000km","900m","Inertial","1 Warhead"
"204",1949,"Minuteman I",NA,"Delivery Vehicle","Land","10,000km","1000m","Inertial","1 Warhead"
"205",1949,"Minuteman II",NA,"Delivery Vehicle","Land","12,500km","200m","Inertial","3 Warheads (MIRV)"
"206",1949,"Minuteman III",NA,"Delivery Vehicle","Land","13,000km","120m","Inertial","3 Warheads (MIRV)"
"207",1949,"Peacekeeper",NA,"Delivery Vehicle","Land","9,600km","90m","Inertial","12 Warheads (MIRV)"
"208",1949,"Polaris A-1",NA,"Delivery Vehicle","Sea","2,200km","3.7km","Inertial","1 Warhead"
"209",1949,"Polaris A-2",NA,"Delivery Vehicle","Sea","2,700km","3.7km","Inertial","1 Warhead"
"210",1949,"Polaris A-3",NA,"Delivery Vehicle","Sea","4,600km","1km","Inertial","3 Warheads (MRV)"
"211",1949,"Poseidon C-3",NA,"Delivery Vehicle","Sea","5,900km","560m","Inertial","10 Warheads (MIRV)"
"212",1949,"Trident C-4",NA,"Delivery Vehicle","Sea","7,400km","200-500m","Astro-Inertial","8 Warheads (MIRV)"
"213",1949,"Trident D-5",NA,"Delivery Vehicle","Sea","12,000km","100m","Astro-Inertial","10-14 Warheads (MIRV)"
"214",1949,"Pershing IA",NA,"Delivery Vehicle","Theater-Range","740km","400m","Inertial","1 Warhead"
"215",1949,"Pershing II",NA,"Delivery Vehicle","Theater-Range","1800km","45m","Interial/DSMAC","1 Warhead"
"216",1949,"GLCM",NA,"Delivery Vehicle","Theater-Range","2500km","30m","Inertial/TERCOM","1 Warhead"
"217",1949,"Lance",NA,"Delivery Vehicle","Theater-Range","125km","375m","Inertial","1 Warhead"
"218",1949,"B61-7/-11, B83-1",NA,"Warhead","Air","Los Alamos National Laboratory","324kg (B61), 1100kg (B83)","Contact, airburst","10-1,200Kt (Variable Yield)"
"219",1949,"W28",NA,"Warhead","Air","Los Alamos National Laboratory","790kg","Contact, airburst","70-1,450Kt"
"220",1949,"W69",NA,"Warhead","Air","Los Alamos National Laboratory","125kg","Contact, airburst","170-200Kt"
"221",1949,"W80-1",NA,"Warhead","Air","Los Alamos National Laboratory","130kg","Contact, airburst","5-150Kt (Variable Yield)"
"222",1949,"W49",NA,"Warhead","Land","Lawrence Livermore National Laboratory","1,400kg","Contact, airburst","4.5Mt"
"223",1949,"W38",NA,"Warhead","Land","Los Alamos National Laboratory","740kg","Contact, airburst","1.45Mt"
"224",1949,"W53",NA,"Warhead","Land","Los Alamos National Laboratory","4,010kg","Contact, airburst","9Mt"
"225",1949,"W59",NA,"Warhead","Land","Lawrence Livermore National Laboratory","270kg","Contact, airburst","1.2Mt"
"226",1949,"W56",NA,"Warhead","Land","Los Alamos National Laboratory","250kg","Contact, airburst","800Kt"
"227",1949,"W62",NA,"Warhead","Land","Lawrence Livermore National Laboratory","115kg","Contact, airburst","170Kt"
"228",1949,"W78",NA,"Warhead","Land","Los Alamos National Laboratory","320-360kg","Contact, airburst","350Kt"
"229",1949,"W87",NA,"Warhead","Land","Lawrence Livermore National Laboratory","180-270kg","Contact, airburst","300Kt"
"230",1949,"W47Y1",NA,"Warhead","Sea","Lawrence Livermore National Laboratory","330kg","Contact, airburst","600Kt"
"231",1949,"W47Y2",NA,"Warhead","Sea","Lawrence Livermore National Laboratory","332kg","Contact, airburst","1.2Mt"
"232",1949,"W58",NA,"Warhead","Sea","Lawrence Livermore National Laboratory","117kg","Contact, airburst","200Kt"
"233",1949,"W68",NA,"Warhead","Sea","Lawrence Livermore National Laboratory","166kg","Contact, airburst","40Kt"
"234",1949,"W76-0",NA,"Warhead","Sea","Los Alamos National Laboratory","95kg","Contact, airburst","100Kt"
"235",1949,"W76-1",NA,"Warhead","Sea","Los Alamos National Laboratory","95kg","Contact, airburst","90Kt"
"236",1949,"W88",NA,"Warhead","Sea","Los Alamos National Laboratory","175-350kg","Contact, airburst","475Kt"
"237",1949,"W50",NA,"Warhead","Theater-Range","Los Alamos National Laboratory","187kg","Contact, airburst","60Kt, 200Kt, 400Kt"
"238",1949,"W70",NA,"Warhead","Theater-Range","Lawerence Livermore National Laboratory","120kg","Contact, airburst","1Kt"
"239",1949,"W84",NA,"Warhead","Theater-Range","Lawrence Livermore National Laboratory","176kg","Contact, airburst","0.2-150Kt (Variable Yield)"
